aircraft,tailnumber,pilot,departure,arrival,distance_nm,duration_min,duration_hhmm,date_dep_form,date_arr_form,dep_lat,dep_lon,arr_lat,arr_lon,ac_icao_type,ac_manufacturer,ac_model,ac_category,ac_is_ga,ac_airline_name
N721FD,N721FD,PilotDeviation,KDTW,KEWR,423.0,78,1:18 h,2025-11-21 18:52:00,2025-11-21 20:10:00,42.21377,-83.353786,40.692501,-74.168701,A306,Airbus,A300-600F,FREIGHTER,No,FedEx
N708AL,N708AL,KDTW_Al,KSEA,KSLC,598.0,0,0:00 h,2025-11-19 05:56:00,2025-11-06 01:47:00,47.447943,-122.310276,40.78886,-111.979866,B39M,Boeing,737 MAX 9,PASSENGER,No,Alaska Airlines
N371DA,N371DA,KDTW_Al,KMEM,KMSP,609.0,125,2:05 h,2025-11-18 00:06:00,2025-11-18 02:11:00,35.0424,-89.9767,44.880081,-93.221741,B738,Boeing,737-800,PASSENGER,No,Delta Air Lines
N844FD,N844FD,alphagolfcharlie,KEWR,KMEM,820.0,165,2:45 h,2025-11-15 17:25:00,2025-11-15 20:10:00,40.692501,-74.168701,35.0424,-89.9767,B77L,Boeing,777-200F,FREIGHTER,No,FedEx
N844FD,N844FD,alphagolfcharlie,KIND,KEWR,558.0,112,1:52 h,2025-11-15 14:56:00,2025-11-15 16:49:00,39.7173,-86.294403,40.692501,-74.168701,B77L,Boeing,777-200F,FREIGHTER,No,FedEx
N880FD,N880FD,mjbeck123,KMEM,KMIA,747.0,123,2:03 h,2025-11-14 15:57:00,2025-11-14 18:00:00,35.0424,-89.9767,25.79319953918457,-80.29060363769531,B77L,Boeing,777-200F,FREIGHTER,No,FedEx
N559AS,N559AS,KDTW_Al,KSAN,KABQ,544.0,99,1:39 h,2025-11-13 23:55:00,2025-11-14 01:34:00,32.7336006165,-117.190002441,35.039976,-106.608925,B738,Boeing,737-800,PASSENGER,No,Alaska Airlines
N293UP,N293UP,PilotDeviation,KSDF,KDFW,635.0,125,2:05 h,2025-11-13 14:54:00,2025-11-13 17:00:00,38.1744,-85.736,32.896801,-97.038002,MD11,McDonnell Douglas,MD-11F,FREIGHTER,No,UPS
N927DZ,N927DZ,KDTW_Al,KATL,KHOU,603.0,123,2:03 h,2025-11-12 01:03:00,2025-11-12 03:06:00,33.6367,-84.428101,29.645399,-95.2789,B739,Boeing,737-900,PASSENGER,No,Delta Air Lines
N564AS,N564AS,KDTW_Al,KSEA,KOAK,584.0,123,2:03 h,2025-11-10 00:29:00,2025-11-10 02:32:00,47.447943,-122.310276,37.720085,-122.221184,B738,Boeing,737-800,PASSENGER,No,Alaska Airlines
N880FD,N880FD,mjbeck123,MROC,KMEM,1536.0,244,4:04 h,2025-11-08 13:54:00,2025-11-08 17:58:00,9.99386,-84.208801,35.0424,-89.9767,B77L,Boeing,777-200F,FREIGHTER,No,FedEx
N506JB,N506JB,alphagolfcharlie,KJFK,KBOS,162.0,59,0:59 h,2025-11-07 17:47:00,2025-11-07 18:46:00,40.639447,-73.779317,42.36197,-71.0079,A320,Airbus,A320,PASSENGER,No,Jetblue
N880FD,N880FD,mjbeck123,MPTO,MROC,291.0,62,1:02 h,2025-11-07 00:10:00,2025-11-07 01:12:00,9.07136,-79.383499,9.99386,-84.208801,B77L,Boeing,777-200F,FREIGHTER,No,FedEx
N880FD,N880FD,mjbeck123,KMEM,MPTO,1664.0,245,4:05 h,2025-11-04 23:32:00,2025-11-05 03:37:00,35.0424,-89.9767,9.07136,-79.383499,B77L,Boeing,777-200F,FREIGHTER,No,FedEx
N76288,N76288,KDTW_Al,KEWR,KDTW,423.0,111,1:51 h,2025-11-03 23:24:00,2025-11-04 01:15:00,40.692501,-74.168701,42.21377,-83.353786,B738,Boeing,737-800,PASSENGER,No,United Airlines
N504JB,N504JB,alphagolfcharlie,KDTW,KJFK,440.0,91,1:31 h,2025-11-02 22:43:00,2025-11-03 00:14:00,42.21377,-83.353786,40.639447,-73.779317,A320,Airbus,A320,PASSENGER,No,Jetblue
N880FD,N880FD,mjbeck123,CYOW,KMEM,898.0,150,2:30 h,2025-11-02 15:05:00,2025-11-02 17:35:00,45.322498,-75.669197,35.0424,-89.9767,B77L,Boeing,777-200F,FREIGHTER,No,FedEx
N880FD,N880FD,mjbeck123,KMEM,CYOW,898.0,147,2:27 h,2025-11-02 00:32:00,2025-11-02 02:59:00,35.0424,-89.9767,45.322498,-75.669197,B77L,Boeing,777-200F,FREIGHTER,No,FedEx
N374DA,N374DA,KDTW_Al,KATL,KPBI,474.0,103,1:43 h,2025-10-30 23:22:00,2025-10-31 01:05:00,33.6367,-84.428101,26.683201,-80.095596,B738,Boeing,737-800,PASSENGER,No,Delta Air Lines
N766RA,N766RA,cautionwake,KPTK,KGSP,469.0,90,1:30 h,2025-10-30 18:20:00,2025-10-30 19:50:00,42.665500640869,-83.420097351074,34.895699,-82.218903,FA20,Dassault,Falcon 20,PASSENGER,No,Royal Air Freight
N504JB,N504JB,alphagolfcharlie,KJFK,KDTW,440.0,100,1:40 h,2025-10-30 17:10:00,2025-10-30 18:50:00,40.639447,-73.779317,42.21377,-83.353786,A320,Airbus,A320,PASSENGER,No,Jetblue
N559AS,N559AS,KDTW_Al,KOAK,KSAN,446.0,81,1:21 h,2025-10-28 22:12:00,2025-10-28 23:33:00,37.720085,-122.221184,32.7336006165,-117.190002441,B738,Boeing,737-800,PASSENGER,No,Alaska Airlines
N371DA,N371DA,KDTW_Al,KATL,KMEM,287.0,95,1:35 h,2025-10-27 22:56:00,2025-10-28 00:31:00,33.6367,-84.428101,35.0424,-89.9767,B738,Boeing,737-800,PASSENGER,No,Delta Air Lines
N559AS,N559AS,KDTW_Al,KSEA,KOAK,584.0,126,2:06 h,2025-10-26 22:16:00,2025-10-27 00:22:00,47.447943,-122.310276,37.720085,-122.221184,B738,Boeing,737-800,PASSENGER,No,Alaska Airlines
C-FGKP,C-FGKP,Identified300,KMIA,CYUL,1222.0,242,4:02 h,2025-10-25 15:32:00,2025-10-25 19:34:00,25.79319953918457,-80.29060363769531,45.467837,-73.742294,A321,Airbus,A321,PASSENGER,No,Air Canada
G-EUPJ,G-EUPJ,alphagolfcharlie,EGLL,EGJJ,151.0,63,1:03 h,2025-10-25 13:41:00,2025-10-25 14:44:00,51.4706,-0.461941,49.207901,-2.19551,A319,Airbus,A319,PASSENGER,No,British Airways
C-FGKP,C-FGKP,Identified300,CYYZ,KMIA,1074.0,197,3:17 h,2025-10-24 22:58:00,2025-10-25 02:15:00,43.6772,-79.6306,25.79319953918457,-80.29060363769531,A321,Airbus,A321,PASSENGER,No,Air Canada
B-LRA,B-LRA,alphagolfcharlie,VHHH,RPLL,618.0,127,2:07 h,2025-10-21 10:05:00,2025-10-21 12:12:00,22.308901,113.915001,14.5086,121.019997,A359,Airbus,A350-900,PASSENGER,No,Cathay Pacific
OH-LWA,OH-LWA,alphagolfcharlie,EFHK,KJFK,4080.0,498,8:18 h,2025-10-20 18:31:00,2025-10-21 02:49:00,60.318363,24.963341,40.639447,-73.779317,A359,Airbus,A350-900,PASSENGER,No,Finnair
N371DA,N371DA,KDTW_Al,KDTW,KATL,517.0,81,1:21 h,2025-10-16 23:49:00,2025-10-17 01:10:00,42.21377,-83.353786,33.6367,-84.428101,B738,Boeing,737-800,PASSENGER,No,Delta Air Lines
N844FD,N844FD,mjbeck123,KMEM,KIND,331.0,61,1:01 h,2025-10-16 02:00:00,2025-10-16 03:01:00,35.0424,-89.9767,39.7173,-86.294403,B77L,Boeing,777-200F,FREIGHTER,No,FedEx
N371DA,N371DA,KDTW_Al,KEWR,KDTW,423.0,81,1:21 h,2025-10-13 23:39:00,2025-10-14 01:00:00,40.692501,-74.168701,42.21377,-83.353786,B738,Boeing,737-800,PASSENGER,No,Delta Air Lines
N721FD,N721FD,cautionwake,KMEM,KDTW,530.0,84,1:24 h,2025-10-10 17:51:00,2025-10-10 19:15:00,35.0424,-89.9767,42.21377,-83.353786,A306,Airbus,A300-600F,FREIGHTER,No,FedEx
N371DA,N371DA,KDTW_Al,KBOS,KEWR,174.0,58,0:58 h,2025-10-10 16:32:00,2025-10-10 17:30:00,42.36197,-71.0079,40.692501,-74.168701,B738,Boeing,737-800,PASSENGER,No,Delta Air Lines
N371DA,N371DA,KDTW_Al,KLGA,KBOS,160.0,44,0:44 h,2025-10-09 20:01:00,2025-10-09 20:45:00,40.777199,-73.872597,42.36197,-71.0079,B738,Boeing,737-800,PASSENGER,No,Delta Air Lines
N371DA,N371DA,KDTW_Al,KCMH,KLGA,414.0,81,1:21 h,2025-10-08 23:19:00,2025-10-09 00:40:00,39.998001,-82.891899,40.777199,-73.872597,B738,Boeing,737-800,PASSENGER,No,Delta Air Lines
N371DA,N371DA,cautionwake,KATL,KCMH,388.0,69,1:09 h,2025-10-08 15:52:00,2025-10-08 17:01:00,33.6367,-84.428101,39.998001,-82.891899,B738,Boeing,737-800,PASSENGER,No,Delta Air Lines
N895NN,N895NN,cautionwake,KLGA,KORD,635.0,116,1:56 h,2025-10-01 01:44:00,2025-10-01 03:40:00,40.777199,-73.872597,41.9786,-87.9048,B738,Boeing,737-800,PASSENGER,No,American Airlines
N8528Q,N8528Q,cautionwake,KPHX,KMDW,1252.0,198,3:18 h,2025-09-29 15:33:00,2025-09-29 18:51:00,33.435302,-112.005905,41.785999,-87.752403,B738,Boeing,737-800,PASSENGER,No,Southwest Airlines
N8528Q,N8528Q,cautionwake,KLAS,KPHX,221.0,50,0:50 h,2025-09-28 21:09:00,2025-09-28 21:59:00,36.083361,-115.151817,33.435302,-112.005905,B738,Boeing,737-800,PASSENGER,No,Southwest Airlines
F-GKXC,F-GKXC,1293211,LSZB,EPZG,450.0,102,1:42 h,2026-01-17 13:44:00,2026-01-17 15:26:00,46.912868,7.498512,52.1385,15.7986,A320,Airbus,A320,PASSENGER,No,Air France
N717UW,N717UW,bradfier,KCLT,KBOS,632.0,150,2:30 h,2026-01-17 13:43:00,2026-01-17 16:13:00,35.2140007019043,-80.94309997558594,42.36197,-71.0079,A319,Airbus,A319,PASSENGER,No,American Airlines
N817EM,N817EM,jimmy_carrot,NTGJ,SCIP,1403.0,223,3:43 h,2026-01-17 10:07:00,2026-01-17 13:51:00,-23.07990074157715,-134.88999938964844,-27.1648006439,-109.42199707,LJ35,Learjet,35A,PASSENGER,Yes,
N616QX,N616QX,Pandonaut,KATL,KMEM,287.0,80,1:20 h,2026-01-17 07:40:00,2026-01-17 09:01:00,33.6367,-84.428101,35.0424,-89.9767,CRJ7,Bombardier,CRJ-701ER,PASSENGER,No,Delta Air Lines
N817EM,N817EM,jimmy_carrot,NTAA,NTGJ,891.0,152,2:32 h,2026-01-17 07:07:00,2026-01-17 09:40:00,-17.553699,-149.606995,-23.07990074157715,-134.88999938964844,LJ35,Learjet,35A,PASSENGER,Yes,
N676NK,N676NK,Jay6zero,KFLL,KEWR,927.0,151,2:31 h,2026-01-17 06:41:00,2026-01-17 09:13:00,26.072599,-80.152702,40.692501,-74.168701,A321,Airbus,A321,PASSENGER,No,Spirit Airlines
N817EM,N817EM,jimmy_carrot,NCRG,NTAA,617.0,104,1:44 h,2026-01-17 05:19:00,2026-01-17 07:03:00,-21.2027,-159.806,-17.553699,-149.606995,LJ35,Learjet,35A,PASSENGER,Yes,
N510DE,N510DE,Aaron1362041,KATL,KDEN,1040.0,234,3:54 h,2026-01-17 01:26:00,2026-01-17 05:21:00,33.6367,-84.428101,39.861698150635,-104.672996521,A21N,Airbus,A321-271NX,PASSENGER,No,Delta Air Lines
N510DE,N510DE,Aaron1362041,CYYZ,KATL,643.0,162,2:42 h,2026-01-16 22:33:00,2026-01-17 01:16:00,43.6772,-79.6306,33.6367,-84.428101,A21N,Airbus,A321-271NX,PASSENGER,No,Delta Air Lines
I-AMAA,I-AMAA,Frilex,EDLW,EDLP,37.0,48,0:48 h,2026-01-16 19:38:00,2026-01-16 20:26:00,51.518299,7.61224,51.614101,8.61632,C172,Cessna,172M Skyhawk,PASSENGER,Yes,
OH-LZE,OH-LZE,risson,LSGG,LFPG,220.0,87,1:27 h,2026-01-16 19:17:00,2026-01-16 20:44:00,46.238098,6.10895,49.012798,2.55,A321,Airbus,A321,PASSENGER,No,Finnair
N802NW,N802NW,AndyV,SPJC,KATL,2773.0,398,6:38 h,2026-01-16 18:17:00,2026-01-17 00:56:00,-12.0219,-77.114305,33.6367,-84.428101,A333,Airbus,A330-323,PASSENGER,No,Delta Air Lines
N817EM,N817EM,jimmy_carrot,NZAA,NCRG,1627.0,235,3:55 h,2026-01-16 18:06:00,2026-01-16 22:01:00,-37.01199,174.786331,-21.2027,-159.806,LJ35,Learjet,35A,PASSENGER,Yes,
D-AIRP,D-AIRP,Heustreu,ENBR,EDDF,626.0,167,2:47 h,2026-01-16 17:54:00,2026-01-16 20:41:00,60.2934,5.21814,50.030241,8.561096,A321,Airbus,A321,PASSENGER,No,Lufthansa
N63899,N63899,Lyra,KJAX,KIAD,548.0,110,1:50 h,2026-01-16 16:30:00,2026-01-16 18:20:00,30.492469,-81.687813,38.9445,-77.455803,B739,Boeing,737-900,PASSENGER,No,United Airlines
N2MK,N2MK,V1RotateAP,KMEM,KDEN,756.0,191,3:11 h,2026-01-16 16:05:00,2026-01-16 19:16:00,35.0424,-89.9767,39.861698150635,-104.672996521,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
OH-LZE,OH-LZE,risson,EFRO,LSGG,1371.0,240,4:00 h,2026-01-16 15:11:00,2026-01-16 19:11:00,66.564796447754,25.830400466919,46.238098,6.10895,A321,Airbus,A321,PASSENGER,No,Finnair
N817EM,N817EM,jimmy_carrot,YSSY,NZAA,1166.0,163,2:43 h,2026-01-16 14:58:00,2026-01-16 17:41:00,-33.946098,151.177002,-37.01199,174.786331,LJ35,Learjet,35A,PASSENGER,Yes,
N504JB,N504JB,1562477,KATL,KRSW,448.0,98,1:38 h,2026-01-16 13:36:00,2026-01-16 15:15:00,33.6367,-84.428101,26.53619956970215,-81.75520324707031,A320,Airbus,A320,PASSENGER,No,Jetblue
N817EM,N817EM,jimmy_carrot,YPPH,YSSY,1769.0,243,4:03 h,2026-01-16 10:14:00,2026-01-16 14:18:00,-31.94029998779297,115.96700286865234,-33.946098,151.177002,LJ35,Learjet,35A,PASSENGER,Yes,
N817EM,N817EM,jimmy_carrot,WIHH,YPPH,1623.0,255,4:15 h,2026-01-16 05:44:00,2026-01-16 09:59:00,-6.266610145568848,106.89099884033205,-31.94029998779297,115.96700286865234,LJ35,Learjet,35A,PASSENGER,Yes,
VH-VWQ,VH-VWQ,Jay6zero,YMML,YSSY,380.0,84,1:24 h,2026-01-16 05:10:00,2026-01-16 06:34:00,-37.661548,144.836432,-33.946098,151.177002,A321,Airbus,A321,PASSENGER,No,Jetstar
N895NN,N895NN,Jaraffe,KORD,KDTW,203.0,74,1:14 h,2026-01-16 03:53:00,2026-01-16 05:07:00,41.9786,-87.9048,42.21377,-83.353786,B738,Boeing,737-800,PASSENGER,No,American Airlines
N2MK,N2MK,V1RotateAP,KSGF,KMEM,211.0,55,0:55 h,2026-01-16 03:45:00,2026-01-16 04:40:00,37.245701,-93.388603,35.0424,-89.9767,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N817EM,N817EM,jimmy_carrot,WSSS,WIHH,489.0,136,2:16 h,2026-01-16 03:24:00,2026-01-16 05:40:00,1.35019,103.994003,-6.266610145568848,106.89099884033205,LJ35,Learjet,35A,PASSENGER,Yes,
N972UY,N972UY,Jay6zero,KBOS,KLGA,160.0,64,1:04 h,2026-01-16 02:48:00,2026-01-16 03:52:00,42.36197,-71.0079,40.777199,-73.872597,A321,Airbus,A321,PASSENGER,No,American Airlines
I-AMAA,I-AMAA,Frilex,EDFM,EDLW,127.0,71,1:11 h,2026-01-15 21:45:00,2026-01-15 22:56:00,49.473057,8.514167,51.518299,7.61224,C172,Cessna,172M Skyhawk,PASSENGER,Yes,
N510DE,N510DE,Aaron1362041,KLAX,CYYZ,1886.0,280,4:40 h,2026-01-15 21:23:00,2026-01-16 02:04:00,33.942501,-118.407997,43.6772,-79.6306,A21N,Airbus,A321-271NX,PASSENGER,No,Delta Air Lines
N57857,N57857,Lyra,KDEN,KIAD,1259.0,184,3:04 h,2026-01-15 19:17:00,2026-01-15 22:21:00,39.861698150635,-104.672996521,38.9445,-77.455803,B753,Boeing,757-300,PASSENGER,No,United Airlines
N63899,N63899,Lyra,KNIP,KJAX,15.0,24,0:24 h,2026-01-15 18:36:00,2026-01-15 19:01:00,30.2358,-81.680603,30.492469,-81.687813,B739,Boeing,737-900,PASSENGER,No,United Airlines
N63899,N63899,Lyra,KORD,KNIP,766.0,137,2:17 h,2026-01-15 16:11:00,2026-01-15 18:28:00,41.9786,-87.9048,30.2358,-81.680603,B739,Boeing,737-900,PASSENGER,No,United Airlines
N804SN,N804SN,PilotDeviation,KDOV,KRSW,819.0,174,2:54 h,2026-01-15 14:50:00,2026-01-15 17:45:00,39.129501,-75.466003,26.53619956970215,-81.75520324707031,MD11,McDonnell Douglas,MD-11F,FREIGHTER,No,Western Global Airlines
N63899,N63899,Lyra,KSAV,KORD,672.0,128,2:08 h,2026-01-15 13:51:00,2026-01-15 16:00:00,32.127602,-81.202103,41.9786,-87.9048,B739,Boeing,737-900,PASSENGER,No,United Airlines
N817EM,N817EM,jimmy_carrot,VQPR,WSSS,1774.0,286,4:46 h,2026-01-15 10:20:00,2026-01-15 15:06:00,27.4032,89.424599,1.35019,103.994003,LJ35,Learjet,35A,PASSENGER,Yes,
N817EM,N817EM,jimmy_carrot,VABB,VQPR,1039.0,160,2:40 h,2026-01-15 07:23:00,2026-01-15 10:03:00,19.0886993408,72.8678970337,27.4032,89.424599,LJ35,Learjet,35A,PASSENGER,Yes,
N77ZE,N77ZE,Jaraffe,KBJC,KASE,90.0,34,0:34 h,2026-01-15 05:15:00,2026-01-15 05:49:00,39.908798,-105.116997,39.223202,-106.869003,PC12,Pilatus,PC-12/45,PASSENGER,Yes,
N817EM,N817EM,jimmy_carrot,OTBD,VABB,1239.0,200,3:20 h,2026-01-15 03:54:00,2026-01-15 07:14:00,25.261101,51.565102,19.0886993408,72.8678970337,LJ35,Learjet,35A,PASSENGER,Yes,
N691NK,N691NK,Jay6zero,KCLT,KLGA,472.0,98,1:38 h,2026-01-15 03:27:00,2026-01-15 05:05:00,35.2140007019043,-80.94309997558594,40.777199,-73.872597,A320,Airbus,A320,PASSENGER,No,Spirit Airlines
N875FD,N875FD,Mark3568,KMEM,KDEN,756.0,145,2:25 h,2026-01-15 03:22:00,2026-01-15 05:47:00,35.0424,-89.9767,39.861698150635,-104.672996521,B77L,Boeing,777-F,FREIGHTER,No,FedEx
N915DU,N915DU,KDTW_Al,KFLL,KRDU,592.0,111,1:51 h,2026-01-15 00:09:00,2026-01-15 02:01:00,26.072599,-80.152702,35.877602,-78.787498,B739,Boeing,737-900,PASSENGER,No,Delta Air Lines
N8911Q,N8911Q,ClimbToFL150,KDAL,KDCA,1026.0,156,2:36 h,2026-01-14 22:28:00,2026-01-15 01:04:00,32.847099,-96.851799,38.8521,-77.037697,B38M,Boeing,737 MAX 8,PASSENGER,No,Southwest Airlines
N63899,N63899,Lyra,KEWR,KSAV,615.0,142,2:22 h,2026-01-14 22:20:00,2026-01-15 00:42:00,40.692501,-74.168701,32.127602,-81.202103,B739,Boeing,737-900,PASSENGER,No,United Airlines
N691NK,N691NK,Jay6zero,KMCO,KCLT,407.0,97,1:37 h,2026-01-14 21:23:00,2026-01-14 23:00:00,28.429399490356445,-81.30899810791016,35.2140007019043,-80.94309997558594,A320,Airbus,A320,PASSENGER,No,Spirit Airlines
D-AILC,D-AILC,Frilex,EDDF,LFST,96.0,73,1:13 h,2026-01-14 21:18:00,2026-01-14 22:31:00,50.030241,8.561096,48.53829956054688,7.628230094909668,A319,Airbus,A319,PASSENGER,No,Lufthansa
N375GR,N375GR,V1RotateAP,MHRO,MGSJ,287.0,71,1:11 h,2026-01-14 20:19:00,2026-01-14 21:30:00,16.316799,-86.523003,13.9362,-90.8358,C25C,Cessna,525C CitationJet CJ4,PASSENGER,Yes,
N63899,N63899,Lyra,KTPA,KEWR,867.0,146,2:26 h,2026-01-14 19:44:00,2026-01-14 22:10:00,27.9755,-82.533203,40.692501,-74.168701,B739,Boeing,737-900,PASSENGER,No,United Airlines
D-AIRP,D-AIRP,Heustreu,EDDF,ENBR,626.0,148,2:28 h,2026-01-14 18:41:00,2026-01-14 21:10:00,50.030241,8.561096,60.2934,5.21814,A321,Airbus,A321,PASSENGER,No,Lufthansa
N804SN,N804SN,PilotDeviation,KSWF,KDOV,155.0,76,1:16 h,2026-01-14 16:44:00,2026-01-14 18:00:00,41.504101,-74.104797,39.129501,-75.466003,MD11,McDonnell Douglas,MD-11F,FREIGHTER,No,Western Global Airlines
N817EM,N817EM,jimmy_carrot,OJAI,OTBD,907.0,144,2:24 h,2026-01-14 13:14:00,2026-01-14 15:39:00,31.7226009369,35.9931983948,25.261101,51.565102,LJ35,Learjet,35A,PASSENGER,Yes,
N63899,N63899,Lyra,KDEN,KTPA,1308.0,195,3:15 h,2026-01-14 13:09:00,2026-01-14 16:24:00,39.861698150635,-104.672996521,27.9755,-82.533203,B739,Boeing,737-900,PASSENGER,No,United Airlines
N817EM,N817EM,jimmy_carrot,HECA,OJAI,255.0,74,1:14 h,2026-01-14 11:53:00,2026-01-14 13:08:00,30.111534,31.396694,31.7226009369,35.9931983948,LJ35,Learjet,35A,PASSENGER,Yes,
N817EM,N817EM,jimmy_carrot,EKCH,HECA,1726.0,272,4:32 h,2026-01-14 07:15:00,2026-01-14 11:48:00,55.617900848389,12.656000137329,30.111534,31.396694,LJ35,Learjet,35A,PASSENGER,Yes,
C-FUMF,C-FUMF,AndyV,CYYC,KSEA,391.0,111,1:51 h,2026-01-14 02:35:00,2026-01-14 04:27:00,51.118822,-114.009933,47.447943,-122.310276,B738,Boeing,737-8CT,PASSENGER,No,WestJet
N381DN,N381DN,KDTW_Al,KDTW,KMEM,530.0,114,1:54 h,2026-01-14 00:38:00,2026-01-14 02:32:00,42.21377,-83.353786,35.0424,-89.9767,B738,Boeing,737-832,PASSENGER,No,Delta Air Lines
CC-COD,CC-COD,AndyV,SCEL,SABE,619.0,127,2:07 h,2026-01-14 00:02:00,2026-01-14 02:10:00,-33.393001556396484,-70.78579711914062,-34.5592,-58.4156,A320,Airbus,A320,PASSENGER,No,LATAM Airlines Brasil
N129K,N129K,V1RotateAP,KHLN,KS69,34.0,36,0:36 h,2026-01-13 22:47:00,2026-01-13 23:23:00,46.6068,-111.983002,,,C172,Cessna,172 Skyhawk,PASSENGER,Yes,
HK-5378,HK-5378,AndyV,SKBO,MPTO,407.0,102,1:42 h,2026-01-13 21:56:00,2026-01-13 23:38:00,4.70159,-74.1469,9.07136,-79.383499,A20N,Airbus,A320-251N,PASSENGER,No,Avianca
N574FE,N574FE,Aaron1362041,KMEM,CYEG,1481.0,283,4:43 h,2026-01-13 21:36:00,2026-01-14 02:20:00,35.0424,-89.9767,53.3097,-113.580002,MD11,McDonnell Douglas,MD-11F,FREIGHTER,No,FedEx
N77ZE,N77ZE,alchemydc,KEAR,KBJC,283.0,108,1:48 h,2026-01-13 21:13:00,2026-01-13 23:01:00,40.727001,-99.006798,39.908798,-105.116997,PC12,Pilatus,PC-12/45,PASSENGER,Yes,
N374DA,N374DA,Jay6zero,KMCO,KATL,351.0,90,1:30 h,2026-01-13 20:33:00,2026-01-13 22:04:00,28.429399490356445,-81.30899810791016,33.6367,-84.428101,B738,Boeing,737-800,PASSENGER,No,Delta Air Lines
D-ABNN,D-ABNN,AndyV,EDDL,EDDB,258.0,89,1:29 h,2026-01-13 19:53:00,2026-01-13 21:22:00,51.289501,6.76678,52.362247,13.500672,A320,Airbus,A320,PASSENGER,No,Eurowings
N63899,N63899,Lyra,PANC,KDEN,2085.0,296,4:56 h,2026-01-13 18:39:00,2026-01-13 23:35:00,61.179004,-149.992561,39.861698150635,-104.672996521,B739,Boeing,737-900,PASSENGER,No,United Airlines
EI-EBG,EI-EBG,AndyV,EIDW,EETN,1081.0,196,3:16 h,2026-01-13 16:05:00,2026-01-13 19:21:00,53.428713,-6.262121,59.413246,24.83264,B738,Boeing,737-800,PASSENGER,No,Ryanair
OE-EKA,OE-EKA,jimmy_carrot,EDAZ,EDAZ,0.0,120,2:00 h,2026-01-13 14:56:00,2026-01-13 16:56:00,52.204631,13.159526,52.204631,13.159526,TBM9,Daher,TBM 960,PASSENGER,Yes,
OE-EKA,OE-EKA,jimmy_carrot,EDVM,EDAZ,118.0,61,1:01 h,2026-01-13 13:46:00,2026-01-13 14:48:00,,,52.204631,13.159526,TBM9,Daher,TBM 960,PASSENGER,Yes,
OE-EKA,OE-EKA,jimmy_carrot,EDFM,EDVM,171.0,87,1:27 h,2026-01-13 09:29:00,2026-01-13 10:56:00,49.473057,8.514167,,,TBM9,Daher,TBM 960,PASSENGER,Yes,
N301NB,N301NB,Jay6zero,KEYW,KMIA,109.0,43,0:43 h,2026-01-13 08:08:00,2026-01-13 08:51:00,24.556101,-81.759598,25.79319953918457,-80.29060363769531,A319,Airbus,A319,PASSENGER,No,Delta Air Lines
OE-EKA,OE-EKA,jimmy_carrot,LOWS,EDFM,204.0,77,1:17 h,2026-01-13 07:27:00,2026-01-13 08:45:00,47.793301,13.0043,49.473057,8.514167,TBM9,Daher,TBM 960,PASSENGER,Yes,
N63899,N63899,Lyra,PAFA,PANC,226.0,80,1:20 h,2026-01-13 02:28:00,2026-01-13 03:49:00,64.815102,-147.856003,61.179004,-149.992561,B739,Boeing,737-900,PASSENGER,No,United Airlines
N395HA,N395HA,AndyV,PHNL,KSFO,2082.0,300,5:00 h,2026-01-13 00:44:00,2026-01-13 05:44:00,21.32062,-157.924228,37.619806,-122.374821,A332,Airbus,A330-243,PASSENGER,No,Hawaiian Airlines
N365DN,N365DN,Jay6zero,KJFK,MDST,1285.0,247,4:07 h,2026-01-12 21:15:00,2026-01-13 01:22:00,40.639447,-73.779317,19.406099319458008,-70.60469818115234,A321,Airbus,A321-211,PASSENGER,No,Delta Air Lines
N717UW,N717UW,bradfier,CYYZ,KCLT,511.0,127,2:07 h,2026-01-12 20:58:00,2026-01-12 23:05:00,43.6772,-79.6306,35.2140007019043,-80.94309997558594,A319,Airbus,A319,PASSENGER,No,American Airlines
N63899,N63899,Lyra,KDEN,PAFA,2107.0,367,6:07 h,2026-01-12 20:05:00,2026-01-13 02:13:00,39.861698150635,-104.672996521,64.815102,-147.856003,B739,Boeing,737-900,PASSENGER,No,United Airlines
HB-IHY,HB-IHY,Frilex,LSZH,EDDC,300.0,87,1:27 h,2026-01-12 18:39:00,2026-01-12 20:07:00,47.458056,8.548056,51.134123,13.767831,A320,Airbus,A320-214,PASSENGER,No,Edelweiss
OE-EKA,OE-EKA,jimmy_carrot,LIMG,LOWS,303.0,98,1:38 h,2026-01-12 18:34:00,2026-01-12 20:13:00,44.050598,8.12743,47.793301,13.0043,TBM9,Daher,TBM 960,PASSENGER,Yes,
OE-EKA,OE-EKA,jimmy_carrot,GMFF,LIMG,860.0,187,3:07 h,2026-01-12 13:16:00,2026-01-12 16:23:00,33.927299,-4.97796,44.050598,8.12743,TBM9,Daher,TBM 960,PASSENGER,Yes,
N972UY,N972UY,Jay6zero,KJFK,KBOS,162.0,74,1:14 h,2026-01-12 05:20:00,2026-01-12 06:34:00,40.639447,-73.779317,42.36197,-71.0079,A321,Airbus,A321,PASSENGER,No,American Airlines
N469AS,N469AS,AndyV,KSEA,KLAX,829.0,163,2:43 h,2026-01-11 23:30:00,2026-01-12 02:13:00,47.447943,-122.310276,33.942501,-118.407997,B739,Boeing,737-900,PASSENGER,No,Alaska Airlines
