aircraft,tailnumber,pilot,departure,arrival,distance_nm,duration_min,duration_hhmm,date_dep_form,date_arr_form,dep_lat,dep_lon,arr_lat,arr_lon,ac_icao_type,ac_manufacturer,ac_model,ac_category,ac_is_ga,ac_airline_name
N57857,N57857,Lyra,KLAX,MROC,2366.0,323,5:23 h,2026-01-17 23:02:00,2026-01-18 04:25:00,33.942501,-118.407997,9.99386,-84.208801,B753,Boeing,757-300,PASSENGER,No,United Airlines
N817EM,N817EM,jimmy_carrot,SCIE,SBRJ,1754.0,286,4:46 h,2026-01-17 19:49:00,2026-01-18 00:36:00,-36.772701,-73.063103,-22.9105,-43.163101,LJ35,Learjet,35A,PASSENGER,Yes,
N802NW,N802NW,AndyV,KATL,KLAS,1514.0,268,4:28 h,2026-01-17 19:47:00,2026-01-18 00:16:00,33.6367,-84.428101,36.083361,-115.151817,A333,Airbus,A330-323,PASSENGER,No,Delta Air Lines
N3758Y,N3758Y,KDTW_Al,KJFK,KIND,576.0,134,2:14 h,2026-01-17 18:43:00,2026-01-17 20:57:00,40.639447,-73.779317,39.7173,-86.294403,B738,Boeing,737-832,PASSENGER,No,Delta Air Lines
N57857,N57857,Lyra,KIAD,KLAX,1983.0,316,5:16 h,2026-01-17 17:30:00,2026-01-17 22:46:00,38.9445,-77.455803,33.942501,-118.407997,B753,Boeing,757-300,PASSENGER,No,United Airlines
N817EM,N817EM,jimmy_carrot,SCIP,SCIE,1926.0,295,4:55 h,2026-01-17 14:39:00,2026-01-17 19:34:00,-27.1648006439,-109.42199707,-36.772701,-73.063103,LJ35,Learjet,35A,PASSENGER,Yes,
N2MK,N2MK,V1RotateAP,KDEN,KSLC,338.0,91,1:31 h,2026-01-20 03:02:00,2026-01-20 04:34:00,39.861698150635,-104.672996521,40.78886,-111.979866,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
C-GXZD,C-GXZD,Aaron1362041,KORD,CYHZ,1073.0,151,2:31 h,2026-01-19 22:47:00,2026-01-20 01:18:00,41.9786,-87.9048,44.8807983398,-63.5085983276,A333,Airbus,A330-300,PASSENGER,No,Air Canada
N224UA,N224UA,Lyra,KIAH,KMSY,264.0,78,1:18 h,2026-01-19 21:13:00,2026-01-19 22:31:00,29.984399795532227,-95.34140014648438,29.993401,-90.258003,B772,Boeing,777-222ER,PASSENGER,No,United Airlines
OY-KAW,OY-KAW,AndyV,EKCH,ESGG,123.0,72,1:12 h,2026-01-19 16:57:00,2026-01-19 18:09:00,55.617900848389,12.656000137329,57.6628,12.2798,A320,Airbus,A320-232,PASSENGER,No,SAS
N57857,N57857,Lyra,TTPP,KIAH,2226.0,350,5:50 h,2026-01-19 15:08:00,2026-01-19 20:59:00,10.5954,-61.3372,29.984399795532227,-95.34140014648438,B753,Boeing,757-300,PASSENGER,No,United Airlines
I-AMAA,I-AMAA,Frilex,EDLP,EDDG,46.0,46,0:46 h,2026-01-19 12:24:00,2026-01-19 13:10:00,51.614101,8.61632,52.134602,7.68483,C172,Cessna,172M Skyhawk,PASSENGER,Yes,
N504JB,N504JB,Jay6zero,KRSW,KFLL,90.0,40,0:40 h,2026-01-20 22:48:00,2026-01-20 23:28:00,26.53619956970215,-81.75520324707031,26.072599,-80.152702,A320,Airbus,A320,PASSENGER,No,Jetblue
N944NK,N944NK,AndyV,KMIA,KATL,517.0,117,1:57 h,2026-01-20 22:23:00,2026-01-21 00:21:00,25.79319953918457,-80.29060363769531,33.6367,-84.428101,A20N,Airbus,A320neo,PASSENGER,No,Spirit Airlines
N2MK,N2MK,V1RotateAP,KU52,KLAS,175.0,51,0:51 h,2026-01-20 21:23:00,2026-01-20 22:14:00,,,36.083361,-115.151817,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N972UY,N972UY,Jay6zero,KLGA,KDCA,186.0,58,0:58 h,2026-01-20 21:23:00,2026-01-20 22:21:00,40.777199,-73.872597,38.8521,-77.037697,A321,Airbus,A321,PASSENGER,No,American Airlines
N717UW,N717UW,dart,KBOS,KDCA,346.0,109,1:49 h,2026-01-20 20:35:00,2026-01-20 22:24:00,42.36197,-71.0079,38.8521,-77.037697,A319,Airbus,A319,PASSENGER,No,American Airlines
D-AICA,D-AICA,AndyV,EDDF,LIMC,264.0,103,1:43 h,2026-01-20 20:08:00,2026-01-20 21:52:00,50.030241,8.561096,45.6306,8.72811,A320,Airbus,A320,PASSENGER,No,Condor
N2MK,N2MK,V1RotateAP,KSLC,KU52,156.0,48,0:48 h,2026-01-20 20:05:00,2026-01-20 20:53:00,40.78886,-111.979866,,,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N224UA,N224UA,Lyra,KSFO,KDEN,838.0,169,2:49 h,2026-01-20 19:51:00,2026-01-20 22:40:00,37.619806,-122.374821,39.861698150635,-104.672996521,B772,Boeing,777-222ER,PASSENGER,No,United Airlines
N224UA,N224UA,Lyra,KMSY,KSFO,1657.0,289,4:49 h,2026-01-20 14:53:00,2026-01-20 19:42:00,29.993401,-90.258003,37.619806,-122.374821,B772,Boeing,777-222ER,PASSENGER,No,United Airlines
N581UW,N581UW,Jay6zero,KMIA,KCLT,566.0,83,1:23 h,2026-01-20 07:47:00,2026-01-20 09:11:00,25.79319953918457,-80.29060363769531,35.2140007019043,-80.94309997558594,A321,Airbus,321-231,PASSENGER,No,American Airlines
N895UA,N895UA,dart,KIAH,KMSP,900.0,167,2:47 h,2026-01-21 19:56:00,2026-01-21 22:43:00,29.984399795532227,-95.34140014648438,44.880081,-93.221741,A319,Airbus,A319-132,PASSENGER,No,United Airlines
N129K,N129K,V1RotateAP,KS69,KGPI,104.0,104,1:44 h,2026-01-21 18:09:00,2026-01-21 19:53:00,,,48.31050109863281,-114.25599670410156,C172,Cessna,172 Skyhawk,PASSENGER,Yes,
D-AICA,D-AICA,AndyV,LIMC,EDDF,264.0,86,1:26 h,2026-01-21 17:37:00,2026-01-21 19:03:00,45.6306,8.72811,50.030241,8.561096,A320,Airbus,A320,PASSENGER,No,Condor
N2MK,N2MK,V1RotateAP,KLAS,KLAX,205.0,75,1:15 h,2026-01-21 16:22:00,2026-01-21 17:38:00,36.083361,-115.151817,33.942501,-118.407997,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N33286,N33286,Lyra,KSFO,KSNA,323.0,94,1:34 h,2026-01-21 15:22:00,2026-01-21 16:56:00,37.619806,-122.374821,33.675701,-117.867996,B738,Boeing,737-800,PASSENGER,No,United Airlines
N33286,N33286,Lyra,KONT,KSFO,315.0,81,1:21 h,2026-01-21 13:56:00,2026-01-21 15:17:00,34.056,-117.600998,37.619806,-122.374821,B738,Boeing,737-800,PASSENGER,No,United Airlines
N8528Q,N8528Q,Jay6zero,KLAS,KPSP,150.0,52,0:52 h,2026-01-21 08:29:00,2026-01-21 09:22:00,36.083361,-115.151817,33.8297,-116.507004,B738,Boeing,737-800,PASSENGER,No,Southwest Airlines
N548NN,N548NN,Pandonaut,KIAH,KGPT,326.0,83,1:23 h,2026-01-21 05:48:00,2026-01-21 07:11:00,29.984399795532227,-95.34140014648438,30.407301,-89.070099,CRJ9,Bombardier,CRJ-900LR,PASSENGER,No,American Airlines
C-FCTK,C-FCTK,AndyV,CYYZ,CYUL,273.0,95,1:35 h,2026-01-21 00:45:00,2026-01-21 02:20:00,43.6772,-79.6306,45.467837,-73.742294,B38M,Boeing,737 MAX 8,PASSENGER,No,WestJet
N33286,N33286,Lyra,KDEN,KONT,710.0,141,2:21 h,2026-01-20 23:18:00,2026-01-21 01:39:00,39.861698150635,-104.672996521,34.056,-117.600998,B738,Boeing,737-800,PASSENGER,No,United Airlines
OH-LWA,OH-LWA,bradfier,EDDM,EFHK,850.0,154,2:34 h,2026-01-22 14:45:00,2026-01-22 17:19:00,48.353802,11.7861,60.318363,24.963341,A359,Airbus,A350-900,PASSENGER,No,Finnair
N33286,N33286,Lyra,KSNA,KEWR,2110.0,279,4:39 h,2026-01-22 12:06:00,2026-01-22 16:45:00,33.675701,-117.867996,40.692501,-74.168701,B738,Boeing,737-800,PASSENGER,No,United Airlines
N762SK,N762SK,Pandonaut,KORD,KCMX,312.0,80,1:20 h,2026-01-22 07:31:00,2026-01-22 08:52:00,41.9786,-87.9048,47.168399810791016,-88.48909759521484,CRJ7,Bombardier,CRJ-701ER,PASSENGER,No,United Airlines
N505JB,N505JB,Jay6zero,KJFK,KBOS,162.0,67,1:07 h,2026-01-22 07:24:00,2026-01-22 08:31:00,40.639447,-73.779317,42.36197,-71.0079,A320,Airbus,A320,PASSENGER,No,Jetblue
N301NB,N301NB,Jay6zero,KMIA,MDST,659.0,125,2:05 h,2026-01-22 05:10:00,2026-01-22 07:15:00,25.79319953918457,-80.29060363769531,19.406099319458008,-70.60469818115234,A319,Airbus,A319,PASSENGER,No,Delta Air Lines
N162AA,N162AA,AndyV,KLAX,KLAS,205.0,79,1:19 h,2026-01-22 03:28:00,2026-01-22 04:47:00,33.942501,-118.407997,36.083361,-115.151817,A321,Airbus,321-231,PASSENGER,No,American Airlines
N915DU,N915DU,Jay6zero,KRDU,KLGA,374.0,88,1:28 h,2026-01-22 01:41:00,2026-01-22 03:10:00,35.877602,-78.787498,40.777199,-73.872597,B739,Boeing,737-900,PASSENGER,No,Delta Air Lines
C-FCTK,C-FCTK,AndyV,CYUL,CYYZ,273.0,108,1:48 h,2026-01-22 01:03:00,2026-01-22 02:51:00,45.467837,-73.742294,43.6772,-79.6306,B38M,Boeing,737 MAX 8,PASSENGER,No,WestJet
N927DZ,N927DZ,KDTW_Al,KCMH,KSAT,989.0,174,2:54 h,2026-01-21 23:57:00,2026-01-22 02:52:00,39.998001,-82.891899,29.533701,-98.469803,B739,Boeing,737-900,PASSENGER,No,Delta Air Lines
D-AIZF,D-AIZF,AndyV,EDDF,EBBR,163.0,65,1:05 h,2026-01-21 20:15:00,2026-01-21 21:20:00,50.030241,8.561096,50.901402,4.48444,A320,Airbus,A320,PASSENGER,No,Lufthansa
N302DN,N302DN,Jay6zero,MDST,KJFK,1285.0,255,4:15 h,2026-01-23 01:17:00,2026-01-23 05:32:00,19.406099319458008,-70.60469818115234,40.639447,-73.779317,A321,Airbus,A321,PASSENGER,No,Delta Air Lines
N574FE,N574FE,lebrun,CYEG,PANC,1253.0,241,4:01 h,2026-01-23 00:54:00,2026-01-23 04:55:00,53.3097,-113.580002,61.179004,-149.992561,MD11,McDonnell Douglas,MD-11F,FREIGHTER,No,FedEx
N234QS,N234QS,Lyra,KTEB,KDCA,182.0,95,1:35 h,2026-01-23 00:31:00,2026-01-23 02:07:00,40.850101,-74.060799,38.8521,-77.037697,CL60,Bombardier,Challenger 650,PASSENGER,No,NetJets Aviation
N399DA,N399DA,AndyV,KATL,CYYZ,643.0,133,2:13 h,2026-01-22 23:22:00,2026-01-23 01:35:00,33.6367,-84.428101,43.6772,-79.6306,B738,Boeing,737-832,PASSENGER,No,Delta Air Lines
N504JB,N504JB,Jay6zero,MYNN,KFLL,158.0,99,1:39 h,2026-01-22 21:52:00,2026-01-22 23:31:00,25.039,-77.466202,26.072599,-80.152702,A320,Airbus,A320,PASSENGER,No,Jetblue
N504JB,N504JB,Jay6zero,KFLL,MYNN,158.0,62,1:02 h,2026-01-22 20:37:00,2026-01-22 21:40:00,26.072599,-80.152702,25.039,-77.466202,A320,Airbus,A320,PASSENGER,No,Jetblue
N510DE,N510DE,dart,KDEN,KATL,1040.0,161,2:41 h,2026-01-22 20:05:00,2026-01-22 22:46:00,39.861698150635,-104.672996521,33.6367,-84.428101,A21N,Airbus,A321-271NX,PASSENGER,No,Delta Air Lines
N2MK,N2MK,V1RotateAP,KSAN,KSNA,66.0,61,1:01 h,2026-01-22 18:06:00,2026-01-22 19:07:00,32.7336006165,-117.190002441,33.675701,-117.867996,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N234QS,N234QS,Lyra,KFLG,KTEB,1798.0,272,4:32 h,2026-01-22 17:03:00,2026-01-22 21:35:00,35.1385,-111.670998,40.850101,-74.060799,CL60,Bombardier,Challenger 650,PASSENGER,No,NetJets Aviation
N2MK,N2MK,V1RotateAP,KLAX,KSAN,94.0,42,0:42 h,2026-01-22 16:30:00,2026-01-22 17:13:00,33.942501,-118.407997,32.7336006165,-117.190002441,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
SX-DVX,SX-DVX,AndyV,LGAV,LROP,410.0,98,1:38 h,2026-01-23 18:20:00,2026-01-23 19:58:00,37.936401,23.9445,44.572127,26.103396,A320,Airbus,A320-232,PASSENGER,No,Aegean
C-FGKP,C-FGKP,Aaron1362041,CYUL,CYWG,981.0,207,3:27 h,2026-01-23 16:35:00,2026-01-23 20:02:00,45.467837,-73.742294,49.9099998474,-97.2398986816,A321,Airbus,A321,PASSENGER,No,Air Canada
N895UA,N895UA,dart,KMSP,KDEN,589.0,131,2:11 h,2026-01-23 15:39:00,2026-01-23 17:50:00,44.880081,-93.221741,39.861698150635,-104.672996521,A319,Airbus,A319-132,PASSENGER,No,United Airlines
SX-DVX,SX-DVX,AndyV,EDDF,LGAV,980.0,182,3:02 h,2026-01-23 15:04:00,2026-01-23 18:06:00,50.030241,8.561096,37.936401,23.9445,A320,Airbus,A320-232,PASSENGER,No,Aegean
N78004,N78004,Lyra,KEWR,OMDB,5950.0,744,12:24 h,2026-01-23 12:39:00,2026-01-24 01:03:00,40.692501,-74.168701,25.2527999878,55.3643989563,B772,Boeing,777-200,PASSENGER,No,United Airlines
N204CM,N204CM,Jay6zero,KLAX,KHHR,3.0,8,0:08 h,2026-01-23 08:11:00,2026-01-23 08:19:00,33.942501,-118.407997,33.922798,-118.334999,C172,Cessna,172M Skyhawk,PASSENGER,Yes,
VH-VXA,VH-VXA,AndyV,YSSY,YMML,380.0,96,1:36 h,2026-01-23 05:52:00,2026-01-23 07:29:00,-33.946098,151.177002,-37.661548,144.836432,B738,Boeing,737-800,PASSENGER,No,Qantas
N33286,N33286,AndyV,KEWR,KIAD,184.0,78,1:18 h,2026-01-23 04:06:00,2026-01-23 05:24:00,40.692501,-74.168701,38.9445,-77.455803,B738,Boeing,737-800,PASSENGER,No,United Airlines
N234QS,N234QS,Lyra,KDCA,KMMU,168.0,63,1:03 h,2026-01-23 02:15:00,2026-01-23 03:18:00,38.8521,-77.037697,40.799062,-74.414949,CL60,Bombardier,Challenger 650,PASSENGER,No,NetJets Aviation
C-FITL,C-FITL,AndyV,CYYZ,CYUL,273.0,95,1:35 h,2026-01-23 01:50:00,2026-01-23 03:25:00,43.6772,-79.6306,45.467837,-73.742294,B77W,Boeing,777-333ER,PASSENGER,No,Air Canada
N844FD,N844FD,Jaraffe,KMEM,KDFW,374.0,102,1:42 h,2026-01-24 04:27:00,2026-01-24 06:09:00,35.0424,-89.9767,32.896801,-97.038002,B77L,Boeing,777-200F,FREIGHTER,No,FedEx
N504JB,N504JB,AndyV,KFLL,MYNN,158.0,64,1:04 h,2026-01-24 03:53:00,2026-01-24 04:57:00,26.072599,-80.152702,25.039,-77.466202,A320,Airbus,A320,PASSENGER,No,Jetblue
N301NB,N301NB,Jay6zero,MDST,KFLL,662.0,144,2:24 h,2026-01-24 01:38:00,2026-01-24 04:02:00,19.406099319458008,-70.60469818115234,26.072599,-80.152702,A319,Airbus,A319,PASSENGER,No,Delta Air Lines
HK-5378,HK-5378,AndyV,SKBO,SKCG,354.0,124,2:04 h,2026-01-24 01:23:00,2026-01-24 03:27:00,4.70159,-74.1469,10.4424,-75.513,A20N,Airbus,A320-251N,PASSENGER,No,Avianca
HK-5378,HK-5378,AndyV,MPTO,SKBO,407.0,84,1:24 h,2026-01-23 23:45:00,2026-01-24 01:09:00,9.07136,-79.383499,4.70159,-74.1469,A20N,Airbus,A320-251N,PASSENGER,No,Avianca
N581UW,N581UW,Jay6zero,KCLT,KLGA,472.0,93,1:33 h,2026-01-23 22:54:00,2026-01-24 00:27:00,35.2140007019043,-80.94309997558594,40.777199,-73.872597,A321,Airbus,321-231,PASSENGER,No,American Airlines
N569DZ,N569DZ,Aaron1362041,KLAX,KBOS,2264.0,295,4:55 h,2026-01-23 20:57:00,2026-01-24 01:52:00,33.942501,-118.407997,42.36197,-71.0079,A359,Airbus,A350-900,PASSENGER,No,Delta Air Lines
EI-DVM,EI-DVM,alphagolfcharlie,EIDW,EKCH,670.0,149,2:29 h,2026-01-23 20:46:00,2026-01-23 23:15:00,53.428713,-6.262121,55.617900848389,12.656000137329,A320,Airbus,A320-214,PASSENGER,No,Aer Lingus
D-ABNN,D-ABNN,AndyV,EDDB,EDDL,258.0,78,1:18 h,2026-01-23 20:23:00,2026-01-23 21:41:00,52.362247,13.500672,51.289501,6.76678,A320,Airbus,A320,PASSENGER,No,Eurowings
N895UA,N895UA,dart,KDEN,KSLC,338.0,88,1:28 h,2026-01-23 20:08:00,2026-01-23 21:36:00,39.861698150635,-104.672996521,40.78886,-111.979866,A319,Airbus,A319-132,PASSENGER,No,United Airlines
CC-COD,CC-COD,AndyV,SABE,SULS,164.0,47,0:47 h,2026-01-24 17:53:00,2026-01-24 18:41:00,-34.5592,-58.4156,-34.855099,-55.094299,A320,Airbus,A320,PASSENGER,No,LATAM Airlines Brasil
N920NK,N920NK,dart,KBNA,KMCO,536.0,109,1:49 h,2026-01-24 17:14:00,2026-01-24 19:04:00,36.1245,-86.6782,28.429399490356445,-81.30899810791016,A320,Airbus,A320,PASSENGER,No,Spirit Airlines
A6-EBK,A6-EBK,AndyV,OMDB,OERK,471.0,130,2:10 h,2026-01-24 15:22:00,2026-01-24 17:32:00,25.2527999878,55.3643989563,24.9576,46.698799,B77W,Boeing,777-300ER,PASSENGER,No,Emirates
F-GKXC,F-GKXC,1293211,EDDM,ELLX,232.0,74,1:14 h,2026-01-24 13:20:00,2026-01-24 14:34:00,48.353802,11.7861,49.6233333,6.2044444,A320,Airbus,A320,PASSENGER,No,Air France
N78004,N78004,Lyra,OMDB,KEWR,5950.0,962,16:02 h,2026-01-24 12:21:00,2026-01-25 04:23:00,25.2527999878,55.3643989563,40.692501,-74.168701,B772,Boeing,777-200,PASSENGER,No,United Airlines
F-GKXC,F-GKXC,1293211,EPZG,EDDM,274.0,81,1:21 h,2026-01-24 11:46:00,2026-01-24 13:08:00,52.1385,15.7986,48.353802,11.7861,A320,Airbus,A320,PASSENGER,No,Air France
G-DBCA,G-DBCA,alphagolfcharlie,EKCH,EGLL,528.0,143,2:23 h,2026-01-24 10:57:00,2026-01-24 13:21:00,55.617900848389,12.656000137329,51.4706,-0.461941,A319,Airbus,A319,PASSENGER,No,British Airways
N510DE,N510DE,Jay6zero,KATL,KJFK,659.0,111,1:51 h,2026-01-24 09:51:00,2026-01-24 11:42:00,33.6367,-84.428101,40.639447,-73.779317,A21N,Airbus,A321-271NX,PASSENGER,No,Delta Air Lines
N504JB,N504JB,AndyV,MYNN,KFLL,158.0,68,1:08 h,2026-01-24 05:31:00,2026-01-24 06:39:00,25.039,-77.466202,26.072599,-80.152702,A320,Airbus,A320,PASSENGER,No,Jetblue
N302DN,N302DN,Jay6zero,KJFK,MDST,1285.0,200,3:20 h,2026-01-24 05:11:00,2026-01-24 08:32:00,40.639447,-73.779317,19.406099319458008,-70.60469818115234,A321,Airbus,A321,PASSENGER,No,Delta Air Lines
N880FD,N880FD,Aaron1362041,KBOS,KMEM,988.0,205,3:25 h,2026-01-25 19:31:00,2026-01-25 22:56:00,42.36197,-71.0079,35.0424,-89.9767,B77L,Boeing,777-200F,FREIGHTER,No,FedEx
G-EZTJ,G-EZTJ,AndyV,EGKK,EHAM,196.0,76,1:16 h,2026-01-25 18:51:00,2026-01-25 20:07:00,51.148771,-0.192089,52.308601,4.76389,A320,Airbus,A320,PASSENGER,No,easyJet
N626AS,N626AS,KDTW_Al,KSEA,KBZN,470.0,90,1:30 h,2026-01-25 17:57:00,2026-01-25 19:27:00,47.447943,-122.310276,45.7775,-111.153,B737,Boeing,737-790(BDSF),FREIGHTER,No,Alaska Airlines
N209UA,N209UA,Lyra,KEWR,KORD,623.0,171,2:51 h,2026-01-25 14:04:00,2026-01-25 16:55:00,40.692501,-74.168701,41.9786,-87.9048,B772,Boeing,777-200,PASSENGER,No,United Airlines
N581UW,N581UW,Jay6zero,KLGA,KCLT,472.0,118,1:58 h,2026-01-25 01:23:00,2026-01-25 03:21:00,40.777199,-73.872597,35.2140007019043,-80.94309997558594,A321,Airbus,321-231,PASSENGER,No,American Airlines
N469AS,N469AS,AndyV,KLAX,KPDX,725.0,165,2:45 h,2026-01-24 22:40:00,2026-01-25 01:26:00,33.942501,-118.407997,45.588699,-122.598,B739,Boeing,737-900,PASSENGER,No,Alaska Airlines
N875FD,N875FD,Mark3568,KONT,KPDX,729.0,159,2:39 h,2026-01-24 21:10:00,2026-01-24 23:50:00,34.056,-117.600998,45.588699,-122.598,B77L,Boeing,777-F,FREIGHTER,No,FedEx
N76288,N76288,Jay6zero,KIAD,KEWR,184.0,58,0:58 h,2026-01-24 20:55:00,2026-01-24 21:54:00,38.9445,-77.455803,40.692501,-74.168701,B738,Boeing,737-800,PASSENGER,No,United Airlines
OE-LBO,OE-LBO,AndyV,LOWW,EDDF,335.0,90,1:30 h,2026-01-24 20:05:00,2026-01-24 21:36:00,48.110298,16.5697,50.030241,8.561096,A320,Airbus,A320-214,PASSENGER,No,Austrian
CC-COD,CC-COD,AndyV,SULS,SABE,164.0,55,0:55 h,2026-01-24 18:54:00,2026-01-24 19:49:00,-34.855099,-55.094299,-34.5592,-58.4156,A320,Airbus,A320,PASSENGER,No,LATAM Airlines Brasil
N817EM,N817EM,jimmy_carrot,EKCH,LSZS,555.0,112,1:52 h,2026-01-27 08:31:00,2026-01-27 10:23:00,55.617900848389,12.656000137329,46.5341,9.88411,LJ35,Learjet,35A,PASSENGER,Yes,
N2MK,N2MK,V1RotateAP,KSNA,KDAG,88.0,48,0:48 h,2026-01-27 03:42:00,2026-01-27 04:31:00,33.675701,-117.867996,34.85369873,-116.7870026,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N381DN,N381DN,KDTW_Al,KMEM,KRIC,629.0,111,1:51 h,2026-01-27 00:08:00,2026-01-27 02:00:00,35.0424,-89.9767,37.505199,-77.319702,B738,Boeing,737-832,PASSENGER,No,Delta Air Lines
N784UA,N784UA,Lyra,KSFO,LEBL,5175.0,703,11:43 h,2026-01-26 15:20:00,2026-01-27 03:03:00,37.619806,-122.374821,41.2971,2.07846,B772,Boeing,777-200,PASSENGER,No,United Airlines
OE-EKA,OE-EKA,jimmy_carrot,EDAZ,EDLV,262.0,77,1:17 h,2026-01-26 08:47:00,2026-01-26 10:05:00,52.204631,13.159526,51.6024017334,6.14216995239,TBM9,Daher,TBM 960,PASSENGER,Yes,
N892FD,N892FD,Jay6zero,KEWR,KCLT,459.0,135,2:15 h,2026-01-26 01:36:00,2026-01-26 03:52:00,40.692501,-74.168701,35.2140007019043,-80.94309997558594,B77L,Boeing,777-FS2,FREIGHTER,No,FedEx
N802NW,N802NW,AndyV,KLAS,KATL,1514.0,213,3:33 h,2026-01-26 01:09:00,2026-01-26 04:42:00,36.083361,-115.151817,33.6367,-84.428101,A333,Airbus,A330-323,PASSENGER,No,Delta Air Lines
N77ZE,N77ZE,alchemydc,KASE,KBJC,90.0,106,1:46 h,2026-01-25 23:03:00,2026-01-26 00:50:00,39.223202,-106.869003,39.908798,-105.116997,PC12,Pilatus,PC-12/45,PASSENGER,Yes,
N784UA,N784UA,Lyra,KORD,KSFO,1600.0,307,5:07 h,2026-01-25 22:25:00,2026-01-26 03:32:00,41.9786,-87.9048,37.619806,-122.374821,B772,Boeing,777-200,PASSENGER,No,United Airlines
PR-GXK,PR-GXK,AndyV,SBGR,SACO,1055.0,193,3:13 h,2026-01-25 20:56:00,2026-01-26 00:10:00,-23.431944,-46.467778,-31.323601,-64.208,B38M,Boeing,737-8EH,PASSENGER,No,GOL
N510DE,N510DE,AndyV,KJFK,KBOS,162.0,88,1:28 h,2026-01-27 23:18:00,2026-01-28 00:46:00,40.639447,-73.779317,42.36197,-71.0079,A21N,Airbus,A321-271NX,PASSENGER,No,Delta Air Lines
EI-HXA,EI-HXA,AndyV,LIRF,LIPZ,222.0,66,1:06 h,2026-01-27 21:26:00,2026-01-27 22:32:00,41.804532,12.251998,45.505299,12.3519,A21N,Airbus,A321-271NX,PASSENGER,No,ITA Airways
N2MK,N2MK,V1RotateAP,KGJT,KCOS,179.0,57,0:57 h,2026-01-27 19:48:00,2026-01-27 20:46:00,39.126663,-108.529387,38.805801,-104.700996,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N817EM,N817EM,jimmy_carrot,EDDB,EDDK,253.0,75,1:15 h,2026-01-27 19:36:00,2026-01-27 20:52:00,52.362247,13.500672,50.865898,7.14274,LJ35,Learjet,35A,PASSENGER,Yes,
N2MK,N2MK,V1RotateAP,KSLC,KGJT,187.0,47,0:47 h,2026-01-27 18:37:00,2026-01-27 19:24:00,40.78886,-111.979866,39.126663,-108.529387,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N817EM,N817EM,jimmy_carrot,LSZS,EDDB,377.0,81,1:21 h,2026-01-27 17:58:00,2026-01-27 19:20:00,46.5341,9.88411,52.362247,13.500672,LJ35,Learjet,35A,PASSENGER,Yes,
N2MK,N2MK,V1RotateAP,KDAG,KSLC,422.0,133,2:13 h,2026-01-27 16:15:00,2026-01-27 18:28:00,34.85369873,-116.7870026,40.78886,-111.979866,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N817EM,N817EM,jimmy_carrot,LSZS,LSZS,0.0,104,1:44 h,2026-01-27 13:15:00,2026-01-27 15:00:00,46.5341,9.88411,46.5341,9.88411,LJ35,Learjet,35A,PASSENGER,Yes,
N784UA,N784UA,Lyra,LEBL,KSFO,5175.0,691,11:31 h,2026-01-27 12:28:00,2026-01-28 00:00:00,41.2971,2.07846,37.619806,-122.374821,B772,Boeing,777-200,PASSENGER,No,United Airlines
N709PS,N709PS,Jay6zero,KDCA,KJFK,184.0,59,0:59 h,2026-01-27 08:38:00,2026-01-27 09:37:00,38.8521,-77.037697,40.639447,-73.779317,CRJ7,Bombardier,CRJ-701ER,PASSENGER,No,American Airlines
N2MK,N2MK,V1RotateAP,KLAA,KLBL,102.0,31,0:31 h,2026-01-28 18:39:00,2026-01-28 19:10:00,38.066407,-102.691373,37.0442009,-100.9599991,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N2MK,N2MK,V1RotateAP,KCOS,KLAA,104.0,30,0:30 h,2026-01-28 17:43:00,2026-01-28 18:14:00,38.805801,-104.700996,38.066407,-102.691373,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N770AN,N770AN,JakeWithplanes,KLAX,MMSD,792.0,149,2:29 h,2026-01-28 16:55:00,2026-01-28 19:25:00,33.942501,-118.407997,23.151919,-109.720731,B772,Boeing,777-200,PASSENGER,No,American Airlines
N784UA,N784UA,Lyra,KSFO,KEWR,2223.0,305,5:05 h,2026-01-28 15:51:00,2026-01-28 20:57:00,37.619806,-122.374821,40.692501,-74.168701,B772,Boeing,777-200,PASSENGER,No,United Airlines
N817EM,N817EM,jimmy_carrot,EDDK,LSZA,300.0,91,1:31 h,2026-01-28 09:35:00,2026-01-28 11:06:00,50.865898,7.14274,46.004299,8.91058,LJ35,Learjet,35A,PASSENGER,Yes,
N548NN,N548NN,Pandonaut,KGPT,KDFW,433.0,129,2:09 h,2026-01-28 05:23:00,2026-01-28 07:32:00,30.407301,-89.070099,32.896801,-97.038002,CRJ9,Bombardier,CRJ-900LR,PASSENGER,No,American Airlines
